Date,Open,High,Low,Close,Daily_Return_%,MA_20
2000-04-06,1436.15,1475.25,1381.05,1452.9,1.2756168966959525,1555.6100000000001
2000-04-07,1453.3,1558.05,1453.3,1557.1,7.171863170211279,1550.15
2000-04-10,1557.55,1636.95,1557.55,1613.0,3.590007064414613,1548.4900000000002
2000-04-11,1613.0,1631.6,1550.85,1624.6,0.7191568505889645,1549.585
2000-04-12,1624.4,1628.55,1586.0,1592.7,-1.963560260987307,1551.185
2000-04-13,1587.95,1587.95,1502.7,1518.6,-4.652476925974769,1548.7649999999999
2000-04-17,1518.55,1518.55,1412.45,1443.5,-4.94534439615435,1539.935
2000-04-18,1443.55,1478.85,1410.0,1414.8,-1.9882230689296843,1532.565
2000-04-19,1417.75,1469.05,1375.05,1404.9,-0.6997455470737823,1524.98
2000-04-20,1405.7,1425.55,1339.75,1415.6,0.7616200441312504,1516.28
2000-04-24,1416.05,1431.8,1371.85,1388.0,-1.9497033060186464,1508.0099999999998
2000-04-25,1383.8,1383.8,1311.3,1359.4,-2.06051873198847,1497.5049999999999
2000-04-26,1362.5,1439.05,1362.5,1436.1,5.642195086067359,1491.165
2000-04-27,1436.15,1455.85,1400.65,1416.9,-1.3369542510967114,1483.58
2000-04-28,1419.9,1438.0,1396.55,1406.5,-0.7339967534759073,1475.9950000000001
2000-05-02,1410.0,1421.5,1319.65,1333.4,-5.1972982580874465,1465.19
2000-05-03,1330.15,1342.15,1258.1,1316.0,-1.3049347532623434,1454.5700000000002
2000-05-04,1317.95,1385.15,1317.95,1380.5,4.901215805471115,1446.8600000000001
2000-05-05,1381.9,1428.6,1381.9,1422.4,3.035132198478818,1446.575
2000-05-08,1423.25,1436.6,1358.8,1365.0,-4.035433070866146,1443.0949999999998
2000-05-09,1362.45,1385.7,1328.05,1378.5,0.9890109890109855,1439.375
2000-05-10,1380.4,1391.35,1359.65,1363.1,-1.1171563293434938,1429.675
2000-05-11,1359.1,1359.1,1295.95,1304.5,-4.2990242828846,1414.25
2000-05-12,1305.3,1326.3,1276.4,1282.8,-1.663472594863935,1397.16
2000-05-15,1281.3,1311.7,1220.7,1299.2,1.2784533832242095,1382.4850000000001
2000-05-16,1300.2,1310.45,1287.8,1306.8,0.5849753694581183,1371.895
2000-05-17,1310.8,1347.7,1303.75,1311.6,0.36730945821854544,1365.3
2000-05-18,1311.3,1316.2,1289.55,1293.4,-1.387618176273242,1359.23
2000-05-19,1293.45,1293.45,1252.7,1268.0,-1.963816298128973,1352.385
2000-05-22,1267.85,1267.85,1228.4,1233.0,-2.7602523659306044,1343.255
2000-05-23,1229.25,1230.9,1203.2,1224.4,-0.6974858069748513,1335.075
2000-05-24,1224.5,1246.25,1201.5,1235.9,0.939235543939887,1328.9
2000-05-25,1237.0,1269.8,1235.7,1247.6,0.9466785338619443,1319.475
2000-05-26,1247.1,1278.75,1232.85,1275.3,2.2202629047771705,1312.395
2000-05-29,1273.7,1317.75,1267.4,1311.0,2.7993413314514326,1307.6200000000001
2000-05-30,1310.8,1347.3,1304.95,1344.8,2.5781845919145674,1308.19
2000-05-31,1355.35,1410.75,1355.35,1380.4,2.6472337894110742,1311.4099999999999
2000-06-01,1380.4,1380.4,1345.1,1349.0,-2.2747029846421407,1309.8349999999998
2000-06-02,1350.15,1395.35,1350.15,1389.2,2.979985174203126,1308.175
2000-06-05,1390.95,1461.05,1390.95,1404.6,1.1085516844226762,1310.1550000000002
2000-06-06,1405.45,1426.15,1392.7,1421.7,1.2174284493806198,1312.315
2000-06-07,1423.4,1442.7,1413.8,1430.3,0.6049096152493494,1315.675
2000-06-08,1430.5,1468.7,1430.5,1463.6,2.328182898692588,1323.6299999999999
2000-06-09,1464.3,1485.5,1458.9,1467.2,0.24596884394645357,1332.85
2000-06-12,1464.4,1477.55,1437.15,1440.4,-1.8266085059978177,1339.9099999999999
2000-06-13,1438.8,1438.8,1411.9,1432.9,-0.5206886975840042,1346.215
2000-06-14,1434.95,1459.15,1423.95,1435.5,0.181450205876188,1352.41
2000-06-15,1437.0,1452.8,1422.4,1445.2,0.6757227446882563,1360.0
2000-06-16,1443.15,1480.85,1441.6,1477.3,2.2211458621643976,1370.465
2000-06-19,1477.55,1510.45,1477.55,1498.7,1.4485886414404625,1383.75
2000-06-20,1498.0,1518.05,1497.05,1507.1,0.5604857543203945,1397.885
2000-06-21,1524.05,1539.1,1470.4,1475.1,-2.123283126534403,1409.845
2000-06-22,1475.65,1491.4,1461.3,1488.2,0.8880753847196887,1421.875
2000-06-23,1487.85,1499.85,1462.75,1472.2,-1.0751243112484876,1431.7199999999998
2000-06-26,1472.15,1472.15,1431.25,1451.6,-1.3992664040212044,1438.75
2000-06-27,1452.8,1467.15,1448.95,1454.3,0.18600165334803354,1444.225
2000-06-28,1453.7,1474.7,1445.6,1470.0,1.0795571752733268,1448.7050000000002
2000-06-29,1471.35,1505.75,1471.35,1492.3,1.5170068027210881,1455.8700000000001
2000-06-30,1490.2,1490.65,1462.45,1471.4,-1.4005226831066087,1459.98
2000-07-03,1473.45,1498.7,1473.45,1495.2,1.6175071360608806,1464.5099999999998
2000-07-04,1496.15,1516.8,1494.8,1511.3,1.0767790262172117,1468.9900000000002
2000-07-05,1511.5,1530.9,1511.5,1526.0,0.9726725335803543,1473.775
2000-07-06,1525.15,1525.15,1504.05,1516.8,-0.6028833551769308,1476.435
2000-07-07,1517.0,1528.15,1513.4,1517.6,0.05274261603376296,1478.955
2000-07-10,1518.15,1523.2,1502.7,1509.6,-0.5271481286241442,1482.4150000000002
2000-07-11,1510.55,1523.1,1506.15,1518.5,0.5895601483836943,1486.6950000000002
2000-07-12,1518.7,1537.1,1507.95,1533.3,0.974646032268689,1491.585
2000-07-13,1535.55,1564.75,1513.65,1522.6,-0.697841257418641,1495.455
2000-07-14,1522.2,1534.35,1505.9,1509.7,-0.847234992775503,1497.075
2000-07-17,1509.25,1512.25,1475.15,1479.6,-1.9937735974034698,1496.12
2000-07-18,1479.3,1482.9,1458.6,1463.1,-1.1151662611516677,1493.92
2000-07-19,1464.55,1468.55,1432.85,1435.8,-1.8659011687512828,1491.955
2000-07-20,1434.95,1443.25,1416.0,1424.2,-0.8079119654547884,1488.755
2000-07-21,1424.9,1435.2,1394.3,1397.2,-1.8958011515236572,1485.0049999999999
2000-07-24,1397.05,1397.05,1310.85,1317.7,-5.6899513312339,1478.31
2000-07-25,1317.35,1363.45,1269.25,1348.9,2.3677620095621243,1473.04
2000-07-26,1350.8,1371.8,1315.15,1318.2,-2.275928534361338,1465.45
2000-07-27,1317.0,1342.75,1291.3,1338.0,1.502048247610377,1457.7350000000001
2000-07-28,1337.7,1359.4,1327.95,1333.8,-0.3139013452914785,1450.855
2000-07-31,1333.3,1343.65,1317.3,1332.8,-0.0749737591842825,1442.7350000000001
2000-08-01,1332.85,1344.5,1322.6,1326.8,-0.45018007202881627,1433.5099999999998
2000-08-02,1323.7,1333.85,1312.25,1331.9,0.3843834790473455,1423.8049999999998
2000-08-03,1330.7,1339.4,1319.0,1321.2,-0.8033636158870872,1414.025
2000-08-04,1320.25,1333.15,1302.65,1318.5,-0.2043596730245234,1404.0700000000002
2000-08-07,1319.7,1321.7,1299.9,1310.8,-0.5839969662495337,1394.13
2000-08-08,1312.1,1348.25,1311.15,1345.6,2.6548672566371723,1385.485
2000-08-09,1345.95,1363.95,1341.05,1344.9,-0.05202140309154002,1376.065
2000-08-10,1345.25,1360.4,1325.15,1328.0,-1.2565990036433994,1366.335
2000-08-11,1328.15,1328.15,1306.6,1310.7,-1.302710843373489,1356.385
2000-08-14,1312.25,1321.55,1295.45,1317.9,0.5493247882810692,1348.3
2000-08-16,1319.35,1354.95,1319.35,1351.4,2.5419227558995283,1342.715
2000-08-17,1351.5,1363.05,1334.95,1341.4,-0.7399733609590009,1337.9950000000001
2000-08-18,1342.0,1360.65,1339.05,1358.0,1.2375130460712702,1334.685
2000-08-21,1358.75,1374.5,1358.75,1370.2,0.8983799705449158,1333.335
2000-08-22,1370.75,1394.9,1370.75,1381.2,0.802802510582401,1336.51
2000-08-23,1381.6,1398.9,1376.9,1386.0,0.3475238922675983,1338.365
2000-08-24,1386.3,1390.45,1374.9,1386.9,0.06493506493507883,1341.8
2000-08-25,1387.35,1396.1,1377.75,1381.2,-0.4109885355829568,1343.96
2000-08-28,1379.6,1383.45,1368.25,1369.8,-0.8253692441355431,1345.76
2000-08-29,1368.65,1373.55,1360.65,1367.7,-0.15330705212439621,1347.505
2000-08-30,1369.9,1384.85,1369.8,1375.9,0.5995466842143804,1349.96
2000-08-31,1376.5,1397.3,1375.9,1394.1,1.322770550185326,1353.0700000000002
2000-09-04,1395.95,1433.15,1395.95,1427.7,2.410157090596088,1358.395
2000-09-05,1428.05,1434.65,1420.9,1428.2,0.03502136303143999,1363.8799999999999
2000-09-06,1430.9,1444.45,1421.0,1435.3,0.4971292536059213,1370.105
2000-09-07,1434.7,1450.2,1424.35,1439.7,0.3065561206716527,1374.81
2000-09-08,1440.6,1453.15,1440.6,1450.0,0.7154268250329832,1380.065
2000-09-11,1449.35,1469.0,1448.95,1456.3,0.4344827586206801,1386.48
2000-09-12,1457.1,1470.55,1447.8,1467.6,0.7759390235528407,1394.325
2000-09-13,1467.65,1482.0,1452.6,1456.1,-0.7835922594712441,1401.2350000000001
2000-09-14,1456.75,1466.65,1437.85,1445.3,-0.7417073003227803,1405.9299999999998
2000-09-15,1443.25,1451.05,1411.55,1417.2,-1.9442330312045897,1409.7199999999998
2000-09-18,1416.05,1416.05,1352.1,1354.3,-4.438329099633087,1409.5349999999999
2000-09-19,1351.8,1361.7,1295.3,1317.0,-2.754190356641806,1406.875
2000-09-20,1317.8,1351.1,1311.1,1342.9,1.9665907365224111,1404.96
2000-09-21,1341.65,1347.4,1325.75,1329.8,-0.9755007818899486,1402.15
2000-09-22,1329.1,1329.1,1261.2,1266.4,-4.767634230711371,1396.125
2000-09-25,1268.4,1305.1,1268.4,1292.5,2.06096020214781,1391.69
2000-09-26,1292.9,1298.25,1261.0,1267.9,-1.9032882011605357,1386.5949999999998
2000-09-27,1267.45,1299.0,1249.35,1292.5,1.9402161053710731,1382.8349999999998
2000-09-28,1292.4,1302.75,1260.8,1266.4,-2.019342359767884,1377.3600000000001
2000-09-29,1267.3,1284.15,1264.4,1271.6,0.4106127605811638,1371.235
2000-10-03,1270.75,1288.15,1254.35,1282.0,0.8178672538534215,1363.95
2000-10-04,1281.45,1300.05,1275.8,1297.8,1.2324492979719048,1357.43
2000-10-05,1296.1,1306.45,1282.5,1284.7,-1.0094005239636217,1349.9
2000-10-06,1284.35,1287.85,1262.65,1285.0,0.0233517552735929,1342.165
2000-10-09,1285.05,1286.35,1264.2,1267.3,-1.37743190661479,1333.0300000000002
2000-10-10,1268.7,1272.75,1230.05,1238.9,-2.240984770772503,1322.16
2000-10-11,1232.85,1234.1,1193.8,1201.9,-2.98652030026636,1308.875
2000-10-12,1201.3,1214.35,1185.1,1206.2,0.3577668691238767,1296.38
2000-10-13,1205.7,1205.7,1167.5,1176.7,-2.4456972309733094,1282.95
2000-10-16,1177.85,1228.8,1173.35,1175.4,-0.11047845670093537,1270.8600000000001
2000-10-17,1174.3,1174.3,1140.6,1158.0,-1.4803471158754578,1261.045
2000-10-18,1157.05,1157.05,1122.8,1136.0,-1.899827288428324,1251.9950000000001
2000-10-19,1135.65,1171.5,1108.2,1166.1,2.649647887323936,1243.155
2000-10-20,1166.2,1202.7,1166.2,1172.0,0.5059600377326223,1235.265
2000-10-23,1171.75,1172.15,1141.45,1143.9,-2.3976109215017027,1229.1399999999999
2000-10-24,1143.0,1155.35,1132.9,1152.4,0.7430719468485059,1222.135
2000-10-25,1158.2,1190.4,1157.25,1183.9,2.7334258937868894,1217.935
2000-10-26,1182.8,1188.2,1176.6,1186.3,0.202719824309483,1212.6250000000002
2000-10-27,1186.95,1192.9,1171.85,1178.7,-0.6406473910477883,1208.24
2000-10-30,1178.75,1185.8,1164.25,1167.1,-0.9841350640536262,1203.015
2000-10-31,1167.2,1175.6,1155.15,1172.7,0.47982178048153745,1197.5500000000002
2000-11-01,1178.25,1203.85,1177.1,1200.8,2.396179756118344,1192.7
2000-11-02,1201.25,1226.35,1199.75,1224.8,1.9986675549633626,1189.7050000000002
2000-11-03,1225.0,1249.2,1225.0,1242.0,1.404310907903339,1187.555
2000-11-06,1242.15,1261.4,1236.65,1240.2,-0.14492753623187582,1186.2
2000-11-07,1239.0,1249.1,1232.35,1246.7,0.524109014675056,1186.5900000000001
2000-11-08,1246.65,1277.25,1246.65,1266.8,1.6122563567819048,1189.835
2000-11-09,1266.75,1275.55,1255.95,1269.9,0.24471108304389144,1193.02
2000-11-10,1271.35,1271.4,1237.5,1239.5,-2.393889282620687,1196.1599999999999
2000-11-13,1239.35,1239.35,1199.95,1208.0,-2.5413473174667245,1197.79
2000-11-14,1207.2,1246.9,1207.05,1242.8,2.880794701986744,1202.0300000000002
2000-11-15,1245.0,1270.1,1243.2,1247.0,0.33794657225620917,1207.5800000000002
2000-11-16,1246.6,1254.55,1228.6,1233.2,-1.1066559743384108,1210.935
2000-11-17,1232.35,1238.0,1216.9,1236.0,0.22705157314304447,1214.1349999999998
2000-11-20,1236.0,1241.75,1231.05,1237.6,0.12944983818770073,1218.8200000000002
2000-11-21,1236.95,1237.85,1224.3,1235.0,-0.21008403361343353,1222.95
2000-11-22,1235.85,1247.5,1220.05,1222.3,-1.028340080971668,1224.8700000000001
2000-11-23,1221.2,1223.05,1209.85,1216.0,-0.5154217458888888,1226.355
2000-11-24,1216.05,1230.0,1216.05,1225.2,0.7565789473684248,1228.68
2000-11-27,1225.4,1254.45,1225.35,1252.9,2.26085537055174,1232.9699999999998
2000-11-28,1252.9,1275.45,1248.9,1272.7,1.5803336259877065,1237.9699999999998
2000-11-29,1272.25,1281.0,1253.45,1264.7,-0.6285848982478193,1241.165
2000-11-30,1264.75,1272.1,1258.4,1268.1,0.2688384597137494,1243.33
2000-12-01,1268.1,1280.5,1255.2,1276.2,0.638750887154016,1245.04
2000-12-04,1276.25,1290.0,1273.65,1275.6,-0.04701457451811164,1246.81
2000-12-05,1275.7,1288.2,1275.5,1284.6,0.7055503292568099,1248.705
2000-12-06,1284.85,1319.85,1284.85,1298.5,1.0820488868130251,1250.29
2000-12-07,1298.9,1308.45,1295.1,1302.5,0.3080477474008525,1251.92
2000-12-08,1303.3,1317.2,1303.3,1313.7,0.8598848368522205,1255.63
2000-12-11,1313.7,1333.5,1313.7,1332.1,1.4006241912156492,1261.835
2000-12-12,1332.2,1341.75,1327.6,1333.3,0.09008332707753919,1266.36
2000-12-13,1333.8,1360.8,1333.8,1354.3,1.5750393759843995,1271.725
2000-12-14,1354.45,1369.5,1346.15,1349.3,-0.3691944177804052,1277.5300000000002
2000-12-15,1349.25,1349.25,1308.15,1312.6,-2.719928851997333,1281.3600000000001
2000-12-18,1310.15,1321.65,1297.2,1317.6,0.38092335822033085,1285.36
2000-12-19,1317.75,1325.6,1307.0,1310.5,-0.538858530661801,1289.1349999999998
2000-12-20,1312.8,1313.4,1285.45,1295.2,-1.1674933231590967,1292.78
2000-12-21,1294.25,1294.25,1257.1,1277.4,-1.3743051266213668,1295.85
2000-12-22,1278.95,1292.8,1237.3,1242.0,-2.771254109910759,1296.69
2000-12-26,1242.05,1248.5,1207.95,1212.0,-2.4154589371980673,1294.645
2000-12-27,1212.15,1239.0,1208.75,1228.3,1.3448844884488498,1292.425
2000-12-28,1229.35,1253.6,1229.35,1248.9,1.6771147113897378,1291.635
2000-12-29,1249.0,1265.9,1242.25,1263.5,1.1690287452958525,1291.4050000000002
2001-01-01,1263.5,1276.15,1250.65,1254.3,-0.7281361297981848,1290.31
2001-01-02,1254.25,1279.6,1248.55,1271.8,1.395200510244754,1290.12
2001-01-03,1271.8,1293.55,1263.95,1291.2,1.5253970750118029,1290.45
2001-01-04,1291.3,1331.35,1291.3,1307.6,1.2701363073110095,1290.905
2001-01-05,1307.55,1330.3,1306.25,1327.2,1.4989293361884481,1292.1399999999999
2001-01-08,1327.35,1334.2,1303.35,1309.2,-1.3562386980108476,1291.915
2001-01-09,1309.2,1323.4,1304.9,1311.6,0.18331805682858526,1290.8899999999999
2001-01-10,1311.65,1324.35,1285.3,1287.3,-1.8526989935956029,1288.59
2001-01-11,1287.5,1296.75,1275.95,1280.4,-0.5360055931018293,1284.895
2001-01-12,1280.45,1298.85,1279.4,1286.7,0.49203373945641005,1281.7649999999999
2001-01-15,1286.85,1295.2,1277.85,1286.7,0.0,1280.47
2001-01-16,1287.0,1302.6,1279.85,1293.0,0.48962462112380756,1279.2400000000002
2001-01-17,1299.4,1312.35,1295.3,1297.9,0.37896365042537905,1278.6100000000001
2001-01-18,1297.95,1309.95,1297.95,1305.9,0.6163803066492113,1279.145
2001-01-19,1306.0,1333.5,1306.0,1329.1,1.776552569109402,1281.73
2001-01-22,1329.3,1351.85,1329.3,1348.0,1.42201489729894,1287.03
2001-01-23,1347.95,1362.05,1346.5,1355.2,0.5341246290801127,1294.19
2001-01-24,1355.35,1371.1,1355.35,1365.9,0.7895513577331759,1301.0700000000002
2001-01-25,1366.05,1374.2,1353.5,1370.1,0.30748956731823096,1307.1299999999999
2001-01-29,1368.55,1368.55,1312.1,1342.0,-2.0509451864827333,1311.0549999999998
2001-01-30,1342.1,1382.55,1342.05,1379.7,2.809239940387487,1317.325
2001-01-31,1385.85,1396.05,1369.0,1371.7,-0.5798361962745524,1322.3200000000002
2001-02-01,1371.5,1373.5,1340.95,1359.1,-0.9185682000437567,1325.715
2001-02-02,1359.1,1384.9,1355.3,1378.8,1.4494886321830602,1329.275
2001-02-05,1378.8,1392.15,1373.45,1382.6,0.2756019727299108,1332.045
2001-02-06,1382.7,1395.4,1382.7,1387.1,0.32547374511788796,1335.94
2001-02-07,1387.3,1391.85,1368.05,1370.8,-1.1751135462475637,1338.9
2001-02-08,1370.65,1396.8,1365.05,1395.5,1.8018675226145309,1344.31
2001-02-09,1395.55,1416.3,1395.55,1405.7,0.7309208169115067,1350.575
2001-02-12,1405.7,1416.45,1397.6,1402.2,-0.24898627018566932,1356.35
2001-02-13,1402.2,1412.7,1386.65,1391.2,-0.7844815290258156,1361.575
2001-02-14,1393.15,1396.35,1380.65,1393.3,0.15094882116157837,1366.59
2001-02-15,1393.35,1421.0,1393.35,1416.7,1.6794660159334063,1372.5300000000002
2001-02-16,1415.85,1422.95,1376.15,1381.3,-2.498764734947423,1376.3
2001-02-19,1381.4,1392.05,1369.45,1384.8,0.2533844928690465,1379.085
2001-02-20,1384.85,1392.8,1380.4,1383.8,-0.07221259387637513,1380.875
2001-02-21,1383.9,1389.55,1364.25,1370.1,-0.9900274606156945,1381.6200000000001
2001-02-22,1370.05,1370.05,1335.65,1355.1,-1.0948105977665823,1381.08
2001-02-23,1355.1,1362.8,1314.1,1320.4,-2.560696627555148,1378.595
2001-02-26,1320.9,1325.2,1299.05,1312.4,-0.6058770069675812,1377.115
2001-02-27,1312.45,1324.0,1281.9,1295.5,-1.2877171594026238,1372.905
2001-02-28,1295.3,1362.25,1294.6,1351.4,4.314936318023932,1371.8899999999999
2001-03-01,1351.75,1399.55,1345.05,1358.0,0.4883824182329466,1371.835
2001-03-02,1360.25,1386.75,1301.8,1306.3,-3.807069219440362,1368.21
2001-03-05,1304.85,1316.45,1259.1,1271.4,-2.671668070121702,1362.65
2001-03-07,1272.8,1311.1,1249.45,1290.5,1.5022809501336942,1357.8200000000002
2001-03-08,1290.85,1307.95,1279.3,1292.8,0.1782254939945771,1353.92
2001-03-09,1292.7,1292.7,1219.35,1254.7,-2.947091584158412,1346.88
2001-03-12,1253.25,1253.25,1193.95,1197.9,-4.526978560612093,1336.49
2001-03-13,1197.85,1201.15,1098.75,1124.7,-6.110693713999504,1322.615
2001-03-14,1125.15,1200.25,1114.6,1194.2,6.179425624611001,1312.7649999999999
2001-03-15,1191.6,1219.7,1170.7,1217.1,1.9176017417517954,1303.955
2001-03-16,1216.9,1233.4,1179.6,1193.5,-1.9390354120450204,1292.7949999999998
2001-03-19,1192.85,1201.7,1173.15,1186.7,-0.569752827817338,1283.065
2001-03-20,1186.8,1193.35,1162.35,1170.9,-1.3314232746271082,1272.3700000000001
2001-03-21,1168.8,1212.2,1156.15,1207.1,3.09163891023998,1263.535
2001-03-22,1206.45,1218.35,1184.95,1187.5,-1.6237262861403257,1254.405
2001-03-23,1187.6,1196.55,1139.65,1161.3,-2.2063157894736896,1244.715
2001-03-26,1159.85,1165.65,1147.5,1161.5,0.017222078704892674,1236.77
2001-03-27,1161.6,1182.7,1157.25,1177.7,1.3947481704692288,1230.035
2001-03-28,1177.55,1209.6,1177.55,1206.2,2.419971130168963,1225.5700000000002
2001-03-29,1204.9,1210.1,1185.0,1195.1,-0.9202453987730119,1217.7549999999999
2001-03-30,1195.05,1195.25,1144.65,1148.2,-3.924357794326827,1207.2649999999999
2001-04-02,1148.1,1148.1,1094.35,1138.1,-0.8796376937815875,1198.855
2001-04-03,1136.65,1153.1,1128.1,1149.2,0.975309726737561,1192.745
2001-04-04,1146.1,1146.15,1120.35,1136.6,-1.0964148973198862,1185.05
2001-04-06,1137.55,1171.85,1133.05,1139.6,0.263945099419316,1177.3899999999999
2001-04-09,1137.6,1138.55,1116.1,1128.3,-0.9915759915759881,1171.07
2001-04-10,1129.1,1129.75,1093.05,1103.0,-2.242311441992373,1166.325
2001-04-11,1104.9,1116.85,1056.1,1066.8,-3.2819582955575743,1163.4299999999998
2001-04-12,1066.75,1066.75,1001.8,1024.9,-3.927634045744266,1154.965
2001-04-16,1024.0,1049.4,1000.1,1044.6,1.922138745243429,1146.34
2001-04-17,1044.85,1072.9,1037.7,1067.0,2.14436147807775,1140.0149999999999
2001-04-18,1066.5,1106.3,1063.05,1103.4,3.4114339268978444,1135.85
2001-04-19,1103.6,1159.3,1103.6,1144.4,3.715787565706008,1134.525
2001-04-20,1145.75,1156.45,1120.6,1144.0,-0.03495281370150538,1131.3700000000001
2001-04-23,1144.05,1162.05,1137.3,1149.7,0.49825174825175456,1129.48
2001-04-24,1149.6,1149.6,1128.4,1146.3,-0.2957293206923617,1128.73
2001-04-25,1146.5,1162.85,1142.3,1155.3,0.7851347814708198,1128.42
2001-04-26,1155.4,1170.2,1138.85,1143.7,-1.004068207392017,1126.72
2001-04-27,1143.65,1143.65,1078.1,1101.3,-3.707265891405098,1121.475
